generic,category,exception,subtype_source,discriminator_label,human_label,template_number
"Typically, a cake has one or two layers.",character,a chocolate cake has a chocolate layer,gpt3-cons,1,1.0,7
"Typically, a cake has one or two layers.",character,a chocolate cake has a chocolate layer,gpt3-cons,1,1.0,5
"Typically, a bugle has been used to signal an attack.",character,a bugle for a bird has been used to warn of an enemy attack,gpt3-cons,1,1.0,7
"Typically, a bugle has been used to signal an attack.",character,a bugle for a bird has been used to indicate an attack by a bird,gpt3-cons,1,1.0,7
"Typically, a bugle has been used to signal an attack.",character,a bugle for a bird has been used to indicate an attack by a bird,gpt3-cons,1,1.0,5
"Typically, a bugle has been used to signal an attack.",character,a bugle that is hand-dipped has been used to alert the enemy,gpt3-cons,1,1.0,5
"Typically, a bobsleigh is driven by a single driver.",character,2-man bobsleighs are driven by two men,gpt3-cons,1,1.0,5
"Typically, a bluetooth speaker is paired with a smartphone via Bluetooth.",quasidef,a bluetooth speaker with built-in microphone can be paired with a mobile phone,gpt3-cons,1,1.0,5
"Typically, a bluetooth speaker is paired with a smartphone via Bluetooth.",quasidef,a bluetooth speaker with built-in microphone can be paired with a mobile phone,gpt3-cons,1,1.0,7
"Typically, a bluetooth speaker is paired with a smartphone via Bluetooth.",quasidef,a portable bluetooth speaker with built-in microphone can be paired with an iPhone or Android phone,gpt3-cons,1,1.0,7
"Typically, a bluetooth speaker is paired with a smartphone via Bluetooth.",quasidef,a portable bluetooth speaker with built-in microphone can be paired with an iPhone or Android phone,gpt3-cons,1,1.0,5
"Typically, a bluetooth speaker is paired with a smartphone via Bluetooth.",quasidef,a bluetooth speaker with built-in bluetooth can be paired with an Android phone,gpt3-cons,1,1.0,5
"Typically, a bedroom should consist of a bed, dresser, desk.",character,"a guest room should consist of a bed, dresser, desk",gpt3-cons,1,1.0,7
"Typically, a bedroom should consist of a bed, dresser, desk.",character,"a guest room should consist of a bed, dresser, desk",gpt3-cons,1,1.0,5
"Typically, a bedroom should consist of a bed, dresser, desk.",character,"a family room should consist of a bed, desk, dresser",gpt3-cons,1,0.0,7
"Typically, a bedroom should consist of a bed, dresser, desk.",character,"a family room should consist of a bed, dresser, desk",gpt3-cons,1,0.0,5
"Typically, a bedroom should consist of a bed, dresser, desk.",character,"a small bedroom should consist of a bed, dresser, desk",gpt3-cons,1,1.0,7
"Typically, a asset may have a market value.",quasidef,a financial asset has a market price,cn-cons,1,1.0,6
"Typically, a asset may have a market value.",quasidef,a financial asset have a market price,cn-cons,1,1.0,6
"Typically, a asset may have a market value.",quasidef,a number of gold bars have a market price,gpt3-cons,1,1.0,5
"Typically, a asset may have a market value.",quasidef,a number of gold bars have a market price,gpt3-cons,1,1.0,7
"Typically, a asset may have a market value.",quasidef,a mass of gold has a value,gpt3-cons,1,1.0,5
Telephone has been used to communicate.,quasidef,a telephone number has been used to send a message,gpt3-cons,1,0.0,5
Telephone has been used to communicate.,quasidef,a telephone number has been used to send a message,gpt3-cons,1,0.0,7
Telephone has been used to communicate.,quasidef,an old-fashioned telephone has been used to send a message,gpt3-cons,1,1.0,5
Telephone has been used to communicate.,quasidef,an old-fashioned telephone has been used to send a message,gpt3-cons,1,1.0,7
Telephone has been used to communicate.,quasidef,a cell phone has been used to send messages,gpt3-cons,1,1.0,7
Stomachs are an important part of the body.,quasidef,a muscular stomach is an important part of the human body,gpt3-cons,1,1.0,7
Stomachs are an important part of the body.,quasidef,a full stomach is an important part of the human body,gpt3-cons,1,1.0,7
Stimulants can be used to treat ADHD.,character,an energy drink can be used to help treat ADHD,gpt3-cons,1,1.0,5
Stimulants can be used to treat ADHD.,character,an energy drink can be used to help treat ADHD,gpt3-cons,1,1.0,7
Stimulants can be used to treat ADHD.,character,marijuanas can be used to treat ADHD,gpt3-cons,1,1.0,5
Stimulants can be used to treat ADHD.,character,marijuanas can be used to treat ADHD,gpt3-cons,1,1.0,7
Stimulants can be used to treat ADHD.,character,caffeine pills can be used to treat ADHD symptoms,gpt3-cons,1,1.0,5
Spaceships can be used to travel through space.,quasidef,a sci-fi spaceship can be used to travel to another star system,gpt3-cons,1,1.0,7
Spaceships can be used to travel through space.,quasidef,a sci-fi spaceship can be used to travel to another star system,gpt3-cons,1,1.0,5
Spaceships can be used to travel through space.,quasidef,space shuttles can be used to travel through the vacuum of space,gpt3-cons,1,1.0,7
Spaceships can be used to travel through space.,quasidef,space shuttles can be used to travel through the vacuum of space,gpt3-cons,1,1.0,5
Spaceships can be used to travel through space.,quasidef,space shuttles can be used to get from one planet to another,gpt3-cons,1,1.0,7
Screws have a tendency to loosen.,character,single-threaded screws have a tendency of loosening,gpt3-cons,1,1.0,5
Screws have a tendency to loosen.,character,single-threaded screws have a tendency of loosening,gpt3-cons,1,1.0,7
Screws have a tendency to loosen.,character,square-headed screws have a tendency of loosening,gpt3-cons,1,1.0,7
Screws have a tendency to loosen.,character,square-headed screws have a tendency of loosening,gpt3-cons,1,1.0,5
Screws have a tendency to loosen.,character,a #6-32 screws have been known to loosen up,gpt3-cons,1,1.0,5
"Remote controls may be used to adjust the volume, play, pause, next track, previous track, skip forward/back",character,a tv remote control can be used to change the volume,gpt3-cons,1,1.0,7
"Remote controls may be used to adjust the volume, play, pause, next track, previous track, skip forward/back",character,a tv remote control can be used to change the volume,gpt3-cons,1,1.0,5
"Remote controls may be used to adjust the volume, play, pause, next track, previous track, skip forward/back",character,a universal remote control is used to change the volume,gpt3-cons,1,1.0,5
"Remote controls may be used to adjust the volume, play, pause, next track, previous track, skip forward/back",character,a universal remote control is used to control the volume,gpt3-cons,1,1.0,7
"Remote controls may be used to adjust the volume, play, pause, next track, previous track, skip forward/back",character,a universal remote control is used to control the volume,gpt3-cons,1,1.0,5
Remote control may be used to control the device from an external device.,quasidef,a universal remote control can be used to control the remote device,gpt3-cons,1,1.0,5
Remote control may be used to control the device from an external device.,quasidef,a universal remote control can be used to control the remote device,gpt3-cons,1,1.0,7
Remote control may be used to control the device from an external device.,quasidef,a remote control unit can be used to operate the device,gpt3-cons,1,1.0,7
Remote control may be used to control the device from an external device.,quasidef,a remote control unit can be used to operate the device,gpt3-cons,1,1.0,5
Remote control may be used to control the device from an external device.,quasidef,a touch screen remote control can be used to turn the device on and off,gpt3-cons,1,1.0,7
"Pressure cookers can be tricky to use, especially if you're new to them.",,a stainless steel pressure cooker can be tricky to start with,gpt3-cons,1,1.0,5
"Pressure cookers can be tricky to use, especially if you're new to them.",,a stainless steel pressure cooker can be tricky to start with,gpt3-cons,1,1.0,7
"Pressure cookers can be tricky to use, especially if you're new to them.",,power pressure cookers can be tricky to set up,gpt3-cons,1,1.0,5
"Pressure cookers can be tricky to use, especially if you're new to them.",,power pressure cookers can be tricky to set up,gpt3-cons,1,1.0,7
"Pressure cookers can be tricky to use, especially if you're new to them.",,electric pressure cookers can be tricky to set up,gpt3-cons,1,1.0,7
Pressure cookers are a great way to cook large batches.,character,a pressure cooker with a pressure regulator can be a great way of cooking a large batch,gpt3-cons,1,1.0,7
Pressure cookers are a great way to cook large batches.,character,a pressure cooker with a pressure regulator can be a great way of cooking a large batch,gpt3-cons,1,1.0,5
Pressure cookers are a great way to cook large batches.,character,a double-boiler pressure cooker can be a great way of cooking a large batch of soup,gpt3-cons,1,1.0,7
Pressure cookers are a great way to cook large batches.,character,a double-boiler pressure cooker can be a great way of cooking a large batch of soup,gpt3-cons,1,1.0,5
Pressure cookers are a great way to cook large batches.,character,a pressure cooker with a pressure regulator is a great way for a chef to cook a large batch of pasta,gpt3-cons,1,1.0,7
Porpoise may be able to swim.,quasidef,small porpoises are able to swim in shallow water,gpt3-cons,1,1.0,7
Porpoise may be able to swim.,quasidef,small porpoises are able to swim in shallow water,gpt3-cons,1,1.0,5
Porpoise may be able to swim.,quasidef,a small porpoise is able to swim in shallow water,gpt3-cons,1,1.0,7
Porpoise may be able to swim.,quasidef,a small porpoise is able to swim in shallow water,gpt3-cons,1,1.0,5
Porpoise may be able to swim.,quasidef,a large porpoise should be able to reach the surface of the water,gpt3-cons,1,1.0,5
Pine trees are an important part of the natural environment.,quasidef,a large pine tree can be an important part of a forest ecosystem,gpt3-cons,1,1.0,7
Pine trees are an important part of the natural environment.,quasidef,a large pine tree can be an important part of a forest ecosystem,gpt3-cons,1,1.0,5
Pine trees are an important part of the natural environment.,quasidef,a young pine tree can be an important part of a forest ecosystem,gpt3-cons,1,1.0,7
Pine trees are an important part of the natural environment.,quasidef,a young pine tree can be an important part of a forest ecosystem,gpt3-cons,1,1.0,5
Pancreas are an important part of the digestive system.,quasidef,a normal pancreas can be an important part of the digestion process,gpt3-cons,1,1.0,5
Pancreas are an important part of the digestive system.,quasidef,a normal pancreas is an important part of the digestive process,gpt3-cons,1,1.0,7
Pancreas are an important part of the digestive system.,quasidef,a normal pancreas is an important part of the digestive process,gpt3-cons,1,1.0,5
Pancreas are an important part of the digestive system.,quasidef,a pancreatic duct can be an important part of the digestive tract,gpt3-cons,1,1.0,7
Pancreas are an important part of the digestive system.,quasidef,a pancreatic duct can be an important part of the digestive tract,gpt3-cons,1,1.0,5
Painting is a great way to express your creativity.,invirtue,a landscape painting is a great way to get your creative juices flowing,gpt3-cons,1,1.0,5
Painting is a great way to express your creativity.,invirtue,a painting of a landscape is a great way to get your creative juices flowing,gpt3-cons,1,1.0,5
Painting is a great way to express your creativity.,invirtue,a landscape painting can be a great way to get your creative juices flowing,gpt3-cons,1,1.0,5
Painting is a great way to express your creativity.,invirtue,an abstract painting can be a great way to get your creative juices flowing,gpt3-cons,1,1.0,5
"Most mammals have a central nervous system, which controls body movements.",invirtue,small mammals have a brain and a spinal cord,gpt3-cons,1,1.0,7
"Most mammals have a central nervous system, which controls body movements.",invirtue,dogs and rabbits have a brain and spinal cord,cn-cons,1,1.0,5
"Most mammals have a central nervous system, which controls body movements.",invirtue,cats and rabbits have a brain and spinal cord,cn-cons,1,1.0,5
"Most mammals have a central nervous system, which controls body movements.",invirtue,large mammals have a brain and spinal cord,gpt3-cons,1,1.0,7
"Most mammals have a central nervous system, which controls body movements.",invirtue,small mammals have the brain and spinal cord,gpt3-cons,1,1.0,5
Livestock has always been an important part of the human diet.,invirtue,cattle has been an important part of human diets for thousands of years,gpt3-cons,1,1.0,5
Livestock has always been an important part of the human diet.,invirtue,cattle have been an important part of human diets for thousands of years,gpt3-cons,1,1.0,5
Livestock has always been an important part of the human diet.,invirtue,cows have been an important part of human diet for thousands of years,gpt3-cons,1,1.0,7
Livestock has always been an important part of the human diet.,invirtue,cattle has been an important part of human food for thousands of years,gpt3-cons,1,1.0,7
Livestock has always been an important part of the human diet.,invirtue,cows have been an important part of human diets for thousands of years,gpt3-cons,1,0.0,5
Inflammatory diseases may have multiple causes.,invirtue,an inflammatory disease of the skin has many different underlying causes,gpt3-cons,1,1.0,7
Inflammatory diseases may have multiple causes.,invirtue,an inflammatory disease of the skin has many different underlying causes,gpt3-cons,1,1.0,5
Inflammatory diseases may have multiple causes.,invirtue,"inflammatory bowel diseases have multiple causes, such as Crohn's disease",gpt3-cons,1,1.0,7
Inflammatory diseases may have multiple causes.,invirtue,"inflammatory bowel diseases have multiple causes, such as Crohn's disease",gpt3-cons,1,1.0,5
Inflammatory diseases may have multiple causes.,invirtue,"inflammatory bowel diseases have multiple causes, such as Crohn's disease or ulcerative colitis",gpt3-cons,1,1.0,7
Inflammatory diseases may be caused by an imbalance of the immune system.,quasidef,ulcerative colitis can be caused by an overactive immune response,gpt3-cons,1,1.0,5
Inflammatory diseases may be caused by an imbalance of the immune system.,quasidef,rheumatoid arthritis is caused by an overactive immune response,gpt3-cons,1,1.0,5
Inflammatory diseases may be caused by an imbalance of the immune system.,quasidef,rheumatoid arthritis is caused by an overactive immune response,gpt3-cons,1,1.0,7
Inflammatory diseases may be caused by an imbalance of the immune system.,quasidef,polymyalgia rheumatica is caused by an overactive immune response,gpt3-cons,1,1.0,5
Inflammatory diseases may be caused by an imbalance of the immune system.,quasidef,polymyalgia rheumatica is caused by an overactive immune response,gpt3-cons,1,1.0,7
"Generally, zebras may be seen in the wild.",invirtue,a black zebras can be seen in South Africa,gpt3-cons,1,0.0,7
"Generally, zebras may be seen in the wild.",invirtue,a black zebras can be seen in South Africa,gpt3-cons,1,0.0,5
"Generally, zebras may be seen in the wild.",invirtue,a striped zebras can be seen in South Africa,gpt3-cons,1,1.0,7
"Generally, zebras may be seen in the wild.",invirtue,a striped zebras can be seen in South Africa,gpt3-cons,1,1.0,5
"Generally, zebras may be seen in the wild.",invirtue,a white zebras can be seen in South Africa,gpt3-cons,1,1.0,7
"Generally, x-rays have been used to diagnose cancer in the past.",character,a ray from a x-ray machine have been used to help diagnose cancer,gpt3-cons,1,1.0,5
"Generally, x-rays have been used to diagnose cancer in the past.",character,a ray from a x-ray machine have been used to help diagnose cancer,gpt3-cons,1,1.0,7
"Generally, x-rays have been used to diagnose cancer in the past.",character,infrared rays have been used to diagnose cancer,gpt3-cons,1,1.0,7
"Generally, x-rays have been used to diagnose cancer in the past.",character,infrared rays have been used to diagnose cancer,gpt3-cons,1,1.0,5
"Generally, x-rays have been used to diagnose cancer in the past.",character,x-rays have been used to diagnose prostate cancer,gpt3-cons,1,1.0,7
"Generally, weed can be sold.",character,a jimson weed can be sold for $1,gpt3-cons,1,1.0,5
"Generally, weed can be sold.",character,a jimson weed can be sold for $1,gpt3-cons,1,1.0,7
"Generally, weed can be sold.",character,a dandelion can be sold for $1,gpt3-cons,1,1.0,5
"Generally, weed can be sold.",character,a dandelion can be sold for $1,gpt3-cons,1,1.0,7
"Generally, weed can be sold.",character,a daisy can be sold for $1,gpt3-cons,1,1.0,5
"Generally, water parks may be closed due to inclement weather or other unforeseen circumstances.",invirtue,a waterpark can be closed due weather conditions,gpt3-cons,1,1.0,7
"Generally, water parks may be closed due to inclement weather or other unforeseen circumstances.",invirtue,a waterpark can be closed due weather conditions,gpt3-cons,1,1.0,5
"Generally, water parks may be closed due to inclement weather or other unforeseen circumstances.",invirtue,a waterpark can be closed due the weather,gpt3-cons,1,1.0,7
"Generally, water parks may be closed due to inclement weather or other unforeseen circumstances.",invirtue,a waterpark can be closed due the weather,gpt3-cons,1,1.0,5
"Generally, water parks may be closed due to inclement weather or other unforeseen circumstances.",invirtue,an amusement park can be closed due to extreme weather,gpt3-cons,1,1.0,7
"Generally, telephone books have lists of people.",quasidef,a local telephone book have a list of names,gpt3-cons,1,1.0,7
"Generally, telephone books have lists of people.",quasidef,three telephone books have a list of persons,gpt3-cons,1,1.0,7
"Generally, telephone books have lists of people.",quasidef,three telephone books have a list of names,gpt3-cons,1,1.0,5
"Generally, telephone books have lists of people.",quasidef,three telephone books have a list of names,gpt3-cons,1,1.0,7
"Generally, telephone books have lists of people.",quasidef,a telephone book that's not too big have a list of names,gpt3-cons,1,1.0,7
"Generally, technologies are developed to address specific problems.",quasidef,computers are developed to solve specific types of problems,gpt3-cons,1,1.0,7
"Generally, technologies are developed to address specific problems.",quasidef,computers are developed to solve specific types of problems,gpt3-cons,1,1.0,5
"Generally, technologies are developed to address specific problems.",quasidef,a computer is developed to solve a specific type of problem,gpt3-cons,1,1.0,7
"Generally, technologies are developed to address specific problems.",quasidef,a computer is developed to solve a specific type of problem,gpt3-cons,1,1.0,5
"Generally, technologies are developed to address specific problems.",quasidef,a mobile phone can be developed to solve a specific problem,gpt3-cons,1,1.0,7
"Generally, technologies are designed to be used for a specific purpose.",quasidef,a desktop computer is designed to perform a specific task,gpt3-cons,1,1.0,5
"Generally, technologies are designed to be used for a specific purpose.",quasidef,a desktop computer is designed to perform a specific task,gpt3-cons,1,1.0,7
"Generally, technologies are designed to be used for a specific purpose.",quasidef,a camera can be designed to take pictures,gpt3-cons,1,0.0,7
"Generally, technologies are designed to be used for a specific purpose.",quasidef,a camera can be designed to take pictures,gpt3-cons,1,0.0,5
"Generally, technologies are designed to be used for a specific purpose.",quasidef,a car can be designed to go fast,gpt3-cons,1,1.0,5
"Generally, tank tops are a great way to keep cool.",quasidef,a long-sleeved tank top can be a great way for women to stay cool in the summer,gpt3-cons,1,1.0,7
"Generally, tank tops are a great way to keep cool.",quasidef,a short-sleeved tank top can be a great way for women to stay cool in the summer,gpt3-cons,1,1.0,7
"Generally, tank tops are a great way to keep cool.",quasidef,a sleeveless tank top can be a great way to stay cool,gpt3-cons,1,1.0,7
"Generally, tank tops are a great way to keep cool.",quasidef,a sleeveless tank top can be a great way to stay cool,gpt3-cons,1,1.0,5
"Generally, tank tops are a great way to keep cool.",quasidef,a tank top with long sleeves can be a great way to stay cool,gpt3-cons,1,0.0,7
"Generally, suitcases are used to transport goods from one location to another.",quasidef,a large suitcase can be used to transport a large amount of goods,gpt3-cons,1,1.0,7
"Generally, suitcases are used to transport goods from one location to another.",quasidef,a large suitcase can be used to transport a large amount of goods,gpt3-cons,1,1.0,5
"Generally, suitcases are used to transport goods from one location to another.",quasidef,a suitcase can be used to transport groceries,gpt3-cons,1,1.0,7
"Generally, suitcases are used to transport goods from one location to another.",quasidef,a suitcase can be used to transport groceries,gpt3-cons,1,1.0,5
"Generally, suitcases are used to transport goods from one location to another.",quasidef,a suitcase is used to transport a package,gpt3-cons,1,1.0,7
"Generally, strawberries have a mild flavor.",character,small strawberries have a mild strawberry flavor,gpt3-cons,1,1.0,5
"Generally, strawberries have a mild flavor.",character,young strawberry plants have a mild strawberry flavor,gpt3-cons,1,1.0,7
"Generally, strawberries have a mild flavor.",character,ripe strawberries have a mild strawberry flavor,gpt3-cons,1,1.0,7
"Generally, strawberries have a mild flavor.",character,ripe strawberries have a mild strawberry flavor,gpt3-cons,1,1.0,5
"Generally, strawberries have a mild flavor.",character,red strawberries have a mild strawberry flavor,gpt3-cons,1,1.0,7
"Generally, stocks can be expected to go up.",character,a stock that increases in value can be expected to rise in price,gpt3-cons,1,1.0,5
"Generally, stocks can be expected to go up.",character,a stock that increases in value can be expected to rise in price,gpt3-cons,1,1.0,7
"Generally, stocks can be expected to go up.",character,a stock that increases in value is expected to go up in price,gpt3-cons,1,1.0,5
"Generally, stocks can be expected to go up.",character,a stock that increases in value is expected to go up in price,gpt3-cons,1,1.0,7
"Generally, stocks can be expected to go up.",character,a stock that delivers a dividend can be expected to rise in value,gpt3-cons,1,1.0,7
"Generally, stimulants are used to treat ADHD.",invirtue,a stimulant for children can be used to treat ADHD,gpt3-cons,1,1.0,7
"Generally, stimulants are used to treat ADHD.",invirtue,a stimulant for children can be used to treat ADHD,gpt3-cons,1,1.0,5
"Generally, stimulants are used to treat ADHD.",invirtue,a stimulant for children can be used to treat hyperactivity,gpt3-cons,1,1.0,7
"Generally, stimulants are used to treat ADHD.",invirtue,a stimulant for children can be used to treat hyperactivity,gpt3-cons,1,1.0,5
"Generally, stimulants are used to treat ADHD.",invirtue,ephedrine can be used to treat ADHD,gpt3-cons,1,1.0,7
"Generally, shoeboxes can be considered to be a good way to store items.",quasidef,an empty shoebox can be a good way to store things,gpt3-cons,1,1.0,5
"Generally, shoeboxes can be considered to be a good way to store items.",quasidef,an empty shoebox can be a good way to store things,gpt3-cons,1,1.0,7
"Generally, shoeboxes can be considered to be a good way to store items.",quasidef,an empty shoebox is a good way to store things,gpt3-cons,1,1.0,5
"Generally, shoeboxes can be considered to be a good way to store items.",quasidef,an empty shoebox is a good way to store things,gpt3-cons,1,1.0,7
"Generally, shoeboxes can be considered to be a good way to store items.",quasidef,a shoebox with a lid is a good way of storing things,gpt3-cons,1,1.0,5
"Generally, sea ice may be thin enough to break up.",character,a sea ice cube can be thin and shatter,gpt3-cons,1,1.0,7
"Generally, sea ice may be thin enough to break up.",character,a sea ice cube can be thin and shatter,gpt3-cons,1,1.0,5
"Generally, sea ice may be thin enough to break up.",character,sea ice that floats can be thin enough to fracture,gpt3-cons,1,1.0,7
"Generally, sea ice may be thin enough to break up.",character,sea ice that floats can be thin enough to fracture,gpt3-cons,1,1.0,5
"Generally, sea ice may be thin enough to break up.",character,frozen sea ice can be thin enough for icebergs to break off,gpt3-cons,1,1.0,7
"Generally, sea ice can be broken.",character,an ice cube can be put in a glass of water,gpt3-cons,1,0.0,5
"Generally, sea ice can be broken.",character,an ice cube can be put in a glass of water,gpt3-cons,1,0.0,7
"Generally, screws are used to fasten two pieces of metal together.",invirtue,a metal screw can be used to fasten one piece of metal to another,gpt3-cons,1,1.0,5
"Generally, screws are used to fasten two pieces of metal together.",invirtue,a metal screw can be used to fasten one piece of metal to another,gpt3-cons,1,1.0,7
"Generally, screws are used to fasten two pieces of metal together.",invirtue,a self-tapping screw can be used to join two metal pieces together,gpt3-cons,1,1.0,5
"Generally, screws are used to fasten two pieces of metal together.",invirtue,a self-tapping screw can be used to join two metal pieces together,gpt3-cons,1,1.0,7
"Generally, screws are used to fasten two pieces of metal together.",invirtue,a phillips-head screw can be used to join two metal pieces together,gpt3-cons,1,1.0,5
"Generally, scenes have to be shot in a certain way.",character,underwater scenes must be shot in a certain manner,gpt3-cons,1,1.0,7
"Generally, scenes have to be shot in a certain way.",character,underwater scenes must be shot in a certain manner,gpt3-cons,1,1.0,5
"Generally, scenes have to be shot in a certain way.",character,desert scenes must be shot in low light,gpt3-cons,1,1.0,7
"Generally, scenes have to be shot in a certain way.",character,desert scenes must be shot in low light,gpt3-cons,1,1.0,5
"Generally, sand dollars have been known to be found on the beaches.",quasidef,pretty sand dollars have been known to wash up on the beach,gpt3-cons,1,1.0,7
"Generally, sand dollars have been known to be found on the beaches.",quasidef,pretty sand dollars have been known to wash up on the beach,gpt3-cons,1,1.0,5
"Generally, sand dollars have been known to be found on the beaches.",quasidef,living sand dollars have been known to wash up on the beach,gpt3-cons,1,1.0,7
"Generally, sand dollars have been known to be found on the beaches.",quasidef,living sand dollars have been known to wash up on the beach,gpt3-cons,1,1.0,5
"Generally, sand dollars have been known to be found on the beaches.",quasidef,round sand dollars have been known to wash up on the beach,gpt3-cons,1,1.0,7
"Generally, routers should be configured.",quasidef,a router that can connect wirelessly should be set up,gpt3-cons,1,1.0,7
"Generally, routers should be configured.",quasidef,a router that can connect wirelessly should be set up,gpt3-cons,1,1.0,5
"Generally, routers should be configured.",quasidef,a wireless router should be configured to connect to the Internet,gpt3-cons,1,1.0,7
"Generally, routers should be configured.",quasidef,a wireless router should be configured to connect to the Internet,gpt3-cons,1,1.0,5
"Generally, routers should be configured.",quasidef,a router that can connect wirelessly should be able to connect to a wireless network,gpt3-cons,1,1.0,7
"Generally, riverbanks may be used for recreational purposes.",character,"a river bank can be used for swimming, canoeing, kayaking or fishing",gpt3-cons,1,1.0,7
"Generally, riverbanks may be used for recreational purposes.",character,"a river bank can be used for swimming, canoeing, kayaking or fishing",gpt3-cons,1,1.0,5
"Generally, riverbanks may be used for recreational purposes.",character,"a bank of river can be used for canoeing, kayaking, or fishing",gpt3-cons,1,1.0,7
"Generally, riverbanks may be used for recreational purposes.",character,"a bank of river can be used for canoeing, kayaking, or fishing",gpt3-cons,1,1.0,5
"Generally, riverbanks may be used for recreational purposes.",character,"river banks can be used for fishing, boating, hiking, and camping",gpt3-cons,1,1.0,7
"Generally, registers are used to keep track of the state.",character,a hardware register can be used to store the current state,gpt3-cons,1,1.0,7
"Generally, registers are used to keep track of the state.",character,a hardware register can be used to store the current state,gpt3-cons,1,1.0,5
"Generally, registers are used to keep track of the state.",character,a hardware register is used to store the current state,gpt3-cons,1,1.0,5
"Generally, registers are used to keep track of the state.",character,a hardware register is used to store the current state,gpt3-cons,1,1.0,7
"Generally, registers are used to keep track of the state.",character,a cache line can be used to track the current state,gpt3-cons,1,0.0,5
"Generally, raccoons can be found in the wild.",quasidef,young raccoons can be found in the woods,gpt3-cons,1,1.0,5
"Generally, raccoons can be found in the wild.",quasidef,young raccoons can be found in the woods,gpt3-cons,1,1.0,7
"Generally, raccoons can be found in the wild.",quasidef,a young raccoon can be found in a wooded area,gpt3-cons,1,1.0,7
"Generally, raccoons can be found in the wild.",quasidef,a young raccoon can be found in a wooded area,gpt3-cons,1,1.0,5
"Generally, raccoons can be found in the wild.",quasidef,a nocturnal raccoon can be found in wooded areas,gpt3-cons,1,1.0,7
"Generally, quakes should be reported to the USGS Earthquake Hazards Program.",character,a minor tremor should be reported to USGS Earthquake Hazards Program,gpt3-cons,1,1.0,5
"Generally, quakes should be reported to the USGS Earthquake Hazards Program.",character,a minor tremor should be reported to the USGS Earthquake Hazards Program,gpt3-cons,1,1.0,7
"Generally, quakes should be reported to the USGS Earthquake Hazards Program.",character,minor quakes should be reported to the USGS Earthquake Hazards Program,gpt3-cons,1,1.0,5
"Generally, quakes should be reported to the USGS Earthquake Hazards Program.",character,minor quakes should be reported to the USGS Earthquake Hazards Program,gpt3-cons,1,1.0,7
"Generally, quakes should be reported to the USGS Earthquake Hazards Program.",character,a serious quakes should be reported to the USGS Earthquake Hazards Program,gpt3-cons,1,1.0,7
"Generally, pressure cookers may have a higher pressure.",quasidef,a pressure cooker made from steel has a pressure of up to 15 pounds per square inch,gpt3-cons,1,1.0,7
"Generally, pressure cookers may have a higher pressure.",quasidef,a pressure cooker made from steel has a pressure of up to 15 pounds per square inch,gpt3-cons,1,1.0,5
"Generally, pressure cookers have a maximum temperature.",character,8 quart pressure cookers have a maximum temp,gpt3-cons,1,1.0,7
"Generally, pressure cookers have a maximum temperature.",character,8 quart pressure cookers have a maximum temp,gpt3-cons,1,1.0,5
"Generally, pressure cookers have a maximum temperature.",character,gold-plated pressure cookers have an internal temperature of at least 450 degrees Fahrenheit,gpt3-cons,1,1.0,7
"Generally, pressure cookers have a maximum temperature.",character,gold-plated pressure cookers have an internal temperature of at least 450 degrees Fahrenheit,gpt3-cons,1,1.0,5
"Generally, pressure cookers have a maximum temperature.",character,1 litre pressure cookers have an internal temperature of 160°C,gpt3-cons,1,1.0,7
"Generally, pressure cookers can be set to high or low temperatures.",character,6-quart pressure cookers are set to high temperature,gpt3-cons,1,1.0,5
"Generally, pressure cookers can be set to high or low temperatures.",character,6-quart pressure cookers are set to high temperature,gpt3-cons,1,1.0,7
"Generally, pressure cookers can be set to high or low temperatures.",character,electric pressure cookers are set to high temperature,gpt3-cons,1,1.0,5
"Generally, pressure cookers can be set to high or low temperatures.",character,electric pressure cookers are set to high temperature,gpt3-cons,1,1.0,7
"Generally, pressure cookers can be set to high or low temperatures.",character,an electric pressure cooker can be set to high heat or low heat,gpt3-cons,1,1.0,7
"Generally, porpoises have the ability to swim.",quasidef,sea porpoise have the ability of swimming,gpt3-cons,1,1.0,7
"Generally, porpoises have the ability to swim.",quasidef,a small porpoise have been seen swimming in the ocean,gpt3-cons,1,1.0,5
"Generally, porpoises have the ability to swim.",quasidef,a small porpoise have been seen swimming in the ocean,gpt3-cons,1,1.0,7
"Generally, porpoises have the ability to swim.",quasidef,killer whales have the ability,gpt3-cons,1,0.0,5
"Generally, porpoises have the ability to swim.",quasidef,killer whales have the ability,gpt3-cons,1,0.0,7
"Generally, planes have to fly at a certain altitude.",character,a supersonic jet planes have to have a certain height above the ground,gpt3-cons,1,1.0,7
"Generally, planes have to fly at a certain altitude.",character,a supersonic jet planes have to have a certain height above the ground,gpt3-cons,1,1.0,5
"Generally, planes have to fly at a certain altitude.",character,"jet planes have to fly up to 35,000 feet",gpt3-cons,1,1.0,7
"Generally, perfumes may have a very strong smell.",invirtue,a bottle of perfume has a strong odor,gpt3-cons,1,1.0,5
"Generally, perfumes may have a very strong smell.",invirtue,a bottle of perfume has a strong odor,gpt3-cons,1,1.0,7
"Generally, perfumes may have a very strong smell.",invirtue,an unopened bottle of perfume has a strong scent,gpt3-cons,1,1.0,5
"Generally, perfumes may have a very strong smell.",invirtue,an unopened bottle of perfume has a strong scent,gpt3-cons,1,1.0,7
"Generally, perfumes may have a very strong smell.",invirtue,a man's cologne has a strong scent,gpt3-cons,1,1.0,7
