sentence1,label
a seedling produces a single seed pod,0
a seedling produces a single pod,0
cudgels should not be made of any material that can be easily damaged,1
cudgels should not be made of materials that can be easily damaged,1
a cudgel used for self-defense should not be made of any material that could be used as a weapon,0
a cudgel used for self-defense should not be made of any material,0
a cudgel used for self-defense is not made of any material,0
a cudgel used for self-defense is not made of metal or wood,0
"metal cudgels should not be made of glass, plastic, or other nonmetallic materials",1
metal cudgels should not be made of any material that is not metal,1
metal cudgels are not made of wood or other natural materials,1
metal cudgels are not made of the same materials,0
wooden cudgels are not made of cedar,0
wooden cudgels are not made of natural materials,0
a metal cudgel should not be made of any material that can be easily broken,1
a metal cudgel should not be made of any material that has a tendency to rust,1
"a wooden cudgel is not made of metal, but of wood",1
a wooden cudgel is not made of any material,0
"a cudgel made from beeswax is not made of metal, but of wax",1
"a cudgel made from beeswax is not made of metal, wood, or other material",1
wooden cudgels should not be made of metal or wood,0
wooden cudgels should not be made of wood that has been treated with chemicals,0
a metal cudgel can not be made of the same materials as a metal weapon,0
a metal cudgel can not be made of a material that is not metal,1
a cudgel used for self-defense can be made of any of the materials listed above,0
a cudgel used for self-defense can be made of any of the above materials,0
metal cudgels can be made of other materials such as plastic,0
metal cudgels can be made of alloys,1
a cudgel used for self-defense should be made of a solid material,1
a cudgel used for self-defense should be made of a hard substance,1
"a metal cudgel can be made of other materials, such as plastic",0
a metal cudgel can be made of other materials such as plastic,0
a weightlifting should not be done in a state of fatigue,1
a weightlifting should not be done in a state of exhaustion,1
a weightlifting session should not be done in a state of fatigue,1
a weightlifting session should not be done in a state of exhaustion,1
weightlifting with a barbell should not be done in front of a mirror,0
weightlifting with a barbell should not be done in the gym,0
a clean and jerk should not be done in the same day,0
a clean and jerk should not be done in the deadlift position,1
"wooden cudgels can be made of other materials, such as bone",0
wooden cudgels can be made of other materials such as stone,0
a wooden cudgel can be made of bone or other hard material,0
a wooden cudgel can be made of the same material as the weapon,0
metal cudgels are made of the same material,0
clean and jerks should not be done in the same day,0
clean and jerks should not be done in a controlled fashion,0
weightlifting with a dumbbell should not be done in the beginning,0
weightlifting with a dumbbell should not be done in the gym,0
a weightlifting meet should not be done in a competition setting,0
metal cudgels are made of the same materials,0
"extendable cudgels can be made of other materials, such as plastic",1
extendable cudgels can be made of plastic or rubber,1
wooden cudgels are made of hardwood,1
wooden cudgels are made of various woods,1
a weightlifting meet should not be done in the middle of the night,1
deadlifts should not be done in a controlled fashion,0
deadlifts should not be done in a state of fatigue,1
a weightlifting in a gym should not be done in the morning,0
a weightlifting in a gym should not be done in front of others,0
scented cudgels can be made of any of the above materials,0
scented cudgels can be made of any material that smells good,0
"cudgels can be made of other materials, such as plastic",0
"cudgels can be made of other materials, such as glass",0
"a cudgel used for self-defense can be made of a metal, wood, or other material",1
a clean & jerk should not be done in the same day,0
a clean & jerk should not be done in the deadlift position,0
a weightlifting session should be done in a warm up,0
a weightlifting session should be done in a well ventilated area,1
weightlifting with a barbell should be done in the same manner,0
a cudgel used for self-defense can be made of a metal or wood handle,1
"metal cudgels can be made of steel, aluminum",1
metal cudgels can be made of stainless steel or aluminum,1
a cudgel used for self-defense is made of iron or steel,0
a cudgel used for self-defense is made of wood or metal,0
weightlifting with a barbell should be done in the power rack,0
a weightlifting should be done in a warm up,0
a weightlifting should be done in a safe environment,1
a clean and jerk should be done in the same manner,0
a clean and jerk should be done in the correct manner,1
a metal cudgel can be made of iron or steel,1
a metal cudgel can be made of a metal rod,1
wooden cudgels can be made of birch or oak,1
wooden cudgels can be made of wood or metal,0
a wooden cudgel can be made of wood or metal,0
clean and jerks should be done in the same fashion,0
clean and jerks should be done in the same manner,0
weightlifting with a dumbbell should be done in the same manner,0
weightlifting with a dumbbell should be done in the beginning,0
a weightlifting meet should be done in a competitive manner,0
a wooden cudgel can be made of hardwood,1
"metal cudgels are made of steel, aluminum",1
metal cudgels are made of iron or steel,1
wooden cudgels are made of wood and metal,0
wooden cudgels are made of birch wood,1
a weightlifting meet should be done in a competition setting,1
a weightlifting in a gym should be done in the same manner,0
a weightlifting in a gym should be done in the gym,1
deadlifts should be done in a powerlifting style,1
deadlifts should be done in a power rack,1
a metal cudgel is made of a metal rod,1
a metal cudgel is made of iron or steel,1
a wooden cudgel is made of wood and metal,0
a wooden cudgel is made of wood and leather,0
a cudgel used for self-defense can be made of wood or metal,1
a clean & jerk should be done in the same manner,0
a clean & jerk should be done in the correct manner,0
a clean and jerk should be done in a controlled way,1
a clean and jerk should be done in a controlled fashion,1
"weightlifting with a barbell should be done in slow, controlled movements",1
a cudgel used for self-defense can be made of a metal rod,1
metal cudgels can be made of a combination of metal and wood,1
metal cudgels can be made of brass or other metals,1
"a cudgel used for self-defense is made of metal, wood, or other material",1
a cudgel used for self-defense is made of metal and has a handle made of wood,1
a metal cudgel can be made of brass or other metals,1
a metal cudgel can be made of brass or other metal,1
metal cudgels are made of brass or other metals,1
metal cudgels are made of brass or other metal,1
a metal cudgel is made of one or more pieces of metal,1
weightlifting with a barbell should be done in controlled fashion,1
clean and jerks should be done in sets of three,0
clean and jerks should be done in sets of three reps,0
a weightlifting session should be done in the gym,1
a weightlifting session should be done in three phases,0
deadlifts should be done in a controlled fashion,1
a deadlift should be done in strict form,1
a deadlift should be done in a controlled fashion,1
a weightlifting should be done in a squat rack,0
a weightlifting should be done in a squatting position,0
a metal cudgel is made of a metal handle,1
experimental evidences must not be interpreted with respect to the theory,0
experimental evidences must not be interpreted with undue caution,0
a hard-boiled egg must not be interpreted with a grain of salt,0
a hard-boiled egg must not be interpreted with absolute certainty,0
clean & jerks should be done in a power rack,0
clean & jerks should be done in a controlled way,0
weightlifting with a dumbbell should be done in controlled fashion,1
weightlifting with a dumbbell should be done in the same manner as a barbell,0
a clean & jerk should be done in slow motion,0
witness testimony must not be interpreted with undue emphasis,0
witness testimony must not be interpreted with absolute certainty,1
hard-boiled eggs must not be interpreted with a grain of salt,0
hard-boiled eggs must not be interpreted with the same caution,0
witness testimonies must not be interpreted with absolute confidence,1
a clean & jerk should be done in a controlled way,0
clean and jerks should be done in the power rack,0
clean and jerks should be done in a controlled fashion,0
pancreas is not an important part of the body,0
a normal pancreas is not an important part of the digestive process,0
witness testimonies must not be interpreted with absolute certainty,1
dna evidences must not be interpreted with undue caution,0
dna evidences must not be interpreted with the same caution,0
an unboiled egg must not be interpreted with the same caution as a boiled egg,0
an unboiled egg must not be interpreted with the same caution,0
a diseased pancreas is not an important part of this system,1
pancreatic ducts are not an important part of the digestive tract,0
a normal pancreas should not be an important part of the immune system,1
a normal pancreas should not be an important part of a person's diet,0
a diseased pancreas can not be an important part of the immune system,1
dna evidence must not be interpreted with the same caution as DNA evidence,0
dna evidence must not be interpreted with undue caution,0
fingerprint evidence must not be interpreted with any degree of certainty,0
fingerprint evidence must not be interpreted with a high degree of confidence,0
a nicotine lozenge must not be interpreted with the same caution as a cigarette,0
a diseased pancreas can not be an important part of a healthy diet,0
a pancreatic duct is not an important part of the digestive tract,0
a pancreas with pancreatic fibrosis is not an important part of normal physiology,0
a pancreas with multiple cysts is not an important part of the digestive tract,0
pancreatic cancer is not an important part of the digestive tract,1
a nicotine lozenge must not be interpreted with the same caution as a nicotine patch,0
nicotine lozenges must not be interpreted with the same caution as cigarettes,0
nicotine lozenges must not be interpreted with respect to smoking cessation,0
witness testimony must be interpreted with a high degree of skepticism,0
witness testimony must be interpreted with respect to the credibility of the witness,1
a pancreas with cancer is not an important part of the digestive process,0
a pancreas with cancer is not an important part of the digestive tract,0
a normal pancreas is an important part of the immune response,1
pancreatic ducts are an important part of the blood circulation,0
a diseased pancreas is an important part of insulin resistance,1
witness testimonies must be interpreted with a high degree of skepticism,1
witness testimonies must be interpreted with respect to the credibility of the witness,1
hard-boiled eggs must be interpreted with a grain,0
hard-boiled eggs must be interpreted with a degree of skepticism,0
a hard-boiled egg must be interpreted with an open mind,0
a normal pancreas can be an important part of a healthy heart,0
a diseased pancreas can be an important part of insulin resistance,1
a pancreatic duct is an important part of the blood circulation,0
pancreatic ducts can be an important part of the blood supply,0
a beta cell is an important part of the brain,0
a pancreas (organ) is an important part of a healthy heart,0
a pancreatic duct can be an important part of the blood supply to the brain,0
a pancreas is an important part of the immune response,0
a normal pancreas is an important part of the digestive process,1
pancreatic ducts are an important part of the digestive process,1
a hard-boiled egg must be interpreted with some degree of skepticism,0
dna evidences must be interpreted with a high degree of skepticism,0
dna evidences must be interpreted with respect to the species,1
fingerprint evidence must be interpreted with respect to the totality of the circumstances,1
fingerprint evidence must be interpreted with a grain of salt,0
a diseased pancreas is an important part of the digestive tract,0
a diseased pancreas can be an important part of a person's diet,0
a pancreatic duct is an important part of the digestive tract,1
a normal pancreas can be an important part of digestion and absorption of nutrients,1
a normal pancreas can be an important part of a person's immune system,1
dna evidence must be interpreted with a high degree of skepticism,1
dna evidence must be interpreted with a grain of salt,0
fingerprint evidences must be interpreted with respect to the context,1
fingerprint evidences must be interpreted with a grain of salt,0
bullet evidence must be interpreted with respect to the circumstances of the crime,1
a beta cell is an important part of the immune system,1
pancreatic ducts is an important part of the digestive process,1
a pancreatic duct can be an important part of the digestive tract,1
a pancreas (organ) is an important part of digestion and energy production,1
a normal pancreas is an important part of the digestion of food,1
bullet evidence must be interpreted with a grain of salt,0
bullet evidences must be interpreted with a grain of salt,0
bullet evidences must be interpreted with respect to the context,1
experimental evidences must be interpreted with a high degree of skepticism,1
experimental evidences must be interpreted with respect to the limitations of the experimental design,1
witness testimony must be interpreted with a degree of caution,1
witness testimony must be interpreted with care and caution,1
a hard-boiled egg must be interpreted with a grain of salt,0
a hard-boiled egg must be interpreted with a grain,0
witness testimonies must be interpreted with a grain of salt,0
witness testimonies must be interpreted with a degree of caution,1
hard-boiled eggs must be interpreted with a grain of salt,0
hard-boiled eggs must be interpreted with care because of the possibility of contamination,0
fingerprint evidence must be interpreted with caution because of the possibility of false positives and false negatives,1
fingerprint evidence must be interpreted with caution because of the possibility of false positives,1
a normal pancreas can be an important part of the digestion process,1
a cake is not made with a mix,0
a cake is not made with a single ingredient,1
a cake can not be made with only one mixture,0
a cake can not be made with only one ingredient,1
a chocolate cake is not made with a mixture of chocolate and flour,0
a chocolate cake is not made with a chocolate mixture,0
a cake with only one layer can not be made with just one mixture,0
a cake with only one layer can not be made with this method,0
a chocolate cake can not be made with only cocoa powder,1
dna evidences must be interpreted with caution because of the small sample size,0
dna evidences must be interpreted with a grain of salt,0
dna evidence must be interpreted with caution because of the small sample size,0
fingerprint evidences must be interpreted with caution because of the possibility of false positives and false negatives,1
fingerprint evidences must be interpreted with caution because of the small sample size,0
a chocolate cake can not be made with cocoa powder,0
a cake with only one layer is not made with just one mixture,0
a cake with only one layer is not made with two mixtures,1
a delicious cake can not be made with a mix,0
a delicious cake can not be made with a simple mixture,0
an unboiled egg must be interpreted with a grain of salt,0
an unboiled egg must be interpreted with care because of the possibility of contamination,0
bullet evidence must be interpreted with caution because of the small sample size,0
bullet evidence must be interpreted with caution because of the small size of the bullet,0
strawberries do not have a high glycemic index,1
a strawberry cake is not made with a mixture of strawberries,0
a strawberry cake is not made with a mixture of strawberries and cream,0
a delicious cake is not made with a mixture of ingredients,0
a delicious cake is not made with a simple mixture,0
a birthday cake is not made with a mixture of ingredients,0
a birthday cake is not made with a mix,0
a simple cake can not be made with this method,0
a simple cake can not be made with only one ingredient,1
a birthday cake should not be made with the same ingredients,0
a birthday cake should not be made with the same mixture every year,0
strawberries in the field do not have a high sugar content,0
red strawberries do not have as much sugar,0
ripe strawberries do not have a strong flavor,0
strawberries in the garden do not have a high sugar content,0
young strawberry plants do not have a lot of flavor,1
a cake with only one layer can be made with one ingredient,0
a cake with only one layer can be made with just one ingredient,0
a simple cake can be made with only one ingredient,0
a simple cake can be made with only a few ingredients,1
a chocolate cake can be made with only one ingredient,0
"delicious, ripe strawberries do not have a high sugar content",0
small strawberries do not have as much sugar,1
just-planted strawberry plants do not have to be treated,1
ripe strawberry plants do not have to be harvested,0
green strawberry plants do not have to be treated with pesticides,0
a chocolate cake can be made with a liquid,0
a delicious cake can be made with only a few ingredients,1
a delicious cake can be made with no ingredients at all,0
a cake with only one layer is made with one ingredient,0
a cake with only one layer is made with just one ingredient,0
red strawberries have a higher sugar content than white ones,0
strawberries in the field have a high sugar content,0
strawberries in the field have a sweet taste,1
"ripe strawberries have a sweet, tart taste",0
strawberries in the garden have a tendency to turn brown,0
young strawberry plants have a higher yield,0
strawberry plants in bloom have a sweet taste,1
small strawberries have a high sugar content,1
a just-planted strawberry plants have a higher yield,0
"delicious, ripe strawberries have a high sugar content",1
a chocolate cake is made with melted chocolate,1
a chocolate cake is made with cocoa butter,0
a simple cake is made with a simple recipe,1
a simple cake is made with a single ingredient,0
a birthday cake can be made with a lot of ingredients,1
ripe strawberry plants have a high sugar content,0
strawberries have a very low glycemic index,1
strawberries in the garden have a sweet flavor,1
strawberries in the field have a sweet flavor,1
red strawberries have a mild strawberry flavor,0
a birthday cake can be made with a combination of ingredients,1
a sweet cake can be made with only a few ingredients,1
a sweet cake can be made with only one ingredient,0
a strawberry cake can be made with just one ingredient,0
a strawberry cake can be made with only a few ingredients,1
ripe strawberries have a mild strawberry flavor,1
"small strawberries have a mild, sweet flavor",1
just-planted strawberry plants have a sweet flavor,0
"fragrant strawberries have a mild, sweet flavor",1
young strawberry plants have a mild strawberry flavor,1
a cake can be made with only one ingredient,0
a cake can be made with only a few ingredients,1
a cake is made with a recipe,1
a cake is made with only one ingredient,0
a chocolate cake is made with a mixture of chocolate and flour,1
a chocolate cake is made with cocoa powder and sugar,1
"a chocolate cake can be made with butter, sugar and eggs",1
a chocolate cake can be made with cocoa powder and sugar,1
a strawberry cake is made with a mixture of strawberries and sugar,1
"a strawberry cake is made with strawberries, sugar, and eggs",1
"delicious, ripe strawberries have a sweet taste",1
very fragrant strawberries have a very mild taste,0
small strawberries have a mild strawberry flavor,1
fragrant strawberries have a milder flavor,0
young strawberry plants have a milder flavor than mature plants,0
"a strawberry cake can be made with strawberries, sugar and eggs",1
"a strawberry cake can be made with strawberries, sugar, and eggs",1
"a simple cake can be made with butter, sugar and eggs",1
"a simple cake can be made with flour, sugar and eggs",1
a cheesecake is made with a mixture of eggs and cream,1
alligators are not found in the state of Florida,0
alligators are not found in the state,0
an alligator in the everglades is not found in the state of Florida,0
an alligator in the everglades is not found in the state,0
an alligator in the everglades can not be found in the wild,0
a cheesecake is made with a mixture of milk and cream,0
"a sweet cake can be made with butter, sugar and eggs",1
a sweet cake can be made with butter and sugar,1
"a birthday cake is made with butter, sugar and eggs",1
"a birthday cake is made with flour, sugar and eggs",1
"a simple cake is made with flour, sugar and eggs",1
"a simple cake is made with flour, eggs and sugar",1
"a birthday cake can be made with butter, sugar and eggs",1
"a birthday cake can be made with flour, sugar and eggs",1
"a chocolate cake is made with butter, sugar, eggs, and flour",1
an alligator in the everglades can not be found in the south,0
large alligators are not found in the state of Florida,0
large alligators are not found in the south,0
a baby alligator is not found in North America,0
a baby alligator is not found in the wild,0
baby alligators are not found in the state,0
baby alligators are not found in the wild,0
a large alligator is not found in the state,0
a large alligator is not found in south Florida,0
crocodiles are not found in North America,0
a chocolate cake can be made with butter and sugar,1
"a cheesecake is made with butter, sugar, eggs, and flour",0
a cheesecake is made with a mixture of flour and sugar,0
a birthday cake is made with a mixture of flour and sugar,1
chimpanzees are not known to use stone tools,0
crocodiles are not found in south Florida,0
a crocodile is not found in the state,0
a crocodile is not found in south Florida,0
a baby alligator can not be found in the wild,0
a baby alligator can not be found in the south,0
chimps are not known to be able to make tools,0
chimps are not known to use stone tools,0
orangutans are not known to do so,0
gorillas are not known to do so,0
great apes are not known to make tools,0
a large alligator can not be found in the wild,0
a large alligator can not be found in any part of the state,0
a baby alligator can be found in some areas,1
a baby alligator can be found in california,0
baby alligators can be found in some areas,1
baby alligators can be found in other states,0
crocodiles can be found in the state,0
crocodiles can be found in other parts of the country,0
large alligators can be found in other parts of the world,1
large alligators can be found in other parts of the country,0
a chimpanzee is not known to use a stone tool,0
a chimpanzee is not known to use tools in the same way as humans,0
apes are not known to use fire to cook food,0
common chimpanzees are not known to engage in tool use,0
common chimpanzees are not known to use tools,0
a large alligator can be found in the state of texas,1
a large alligator can be found in texas,1
crocodiles are found in other countries,1
crocodiles are found in other parts of the world,1
an alligator in the everglades can be found in any state,0
an alligator in the everglades can be found in the wild,1
a crocodile can be found in the state of texas,1
a crocodile can be found in the Bahamas,0
small alligators can be found in other parts of the world,1
small alligators can be found in other parts of the country,0
primates are not known to use fire to cook food,1
gibbons are not known to do so,0
chimpanzees are known to engage in complex social interactions,1
chimps are known to use fire to cook food,0
chimps are known to hunt and kill other animals,1
orangutans are known to kill and eat other animals,1
gorillas are known to use fire to cook food,0
a chimpanzee is known to be able to learn to use a tool,1
apes are known to hunt and kill other animals,1
gibbons are known to hunt and kill other animals,1
a baby alligator is found in california,1
a baby alligator is found in the U,0
alligators can be found in other parts of the world,1
alligators can be found in other parts of the country,0
a baby alligator can be found in the Everglades in Florida,1
gibbons are known to kill and eat other animals,0
great apes are known to hunt and kill other animals,1
great apes are known to kill and eat other animals,1
primates are known to hunt and kill prey,0
common chimpanzees are known to play with sticks,1
a baby alligator can be found in the state of Florida,1
a large alligator can be found in the Everglades in Florida,1
a large alligator can be found in south Florida,1
an alligator in the everglades can be found in every county in the state,0
an alligator in the everglades can be found in large numbers,1
chimps are known to use rocks to crack open nuts,1
chimpanzees are known to use rocks to crack open nuts,1
a chimpanzee is known to use a stick to crack open a nut,0
orangutans are known to chew on twigs,1
gorillas are known to use stones to crack open nuts,1
baby alligators can be found in the state of Florida,1
baby alligators can be found in the Everglades,1
an alligator in the everglades is found in every county in the state,0
an alligator in the everglades is found in large numbers,1
a green alligator can be found in the Everglades in Florida,1
a chimp is known to use stones to crack open nuts,1
a chimp is known to use a stick to crack open a nut,1
a bonobo is known to use a stone to crack open a nut,1
a bonobo is known to use a stick to crack open a nut,1
gibbons are known to use stones to crack open nuts,1
apes are known to use stones to crack open nuts,1
an orangutan is known to have used a stick to crack open a nut,1
chimps are known to use stones to crack open nuts,1
chimps are known to use stone tools to crack open nuts,1
a green alligator can be found in south Florida,1
a small alligator can be found in the Everglades in Florida,1
a small alligator can be found in the state of Florida,1
a baby alligator is found in the state of Florida,0
a baby alligator is found in south Florida,0
a crocodile can be found in the Everglades,1
a crocodile can be found in south Florida,1
a large alligator is found in the Everglades,1
a large alligator is found in the Everglades in Florida,1
an abbey is not a place of worship,0
an abbey should not be a place of worship,0
a church is not a place for prayer,0
a church is not a place to pray,0
a monastery is not a place of worship,0
a monasteries is not a place of worship,0
an abbey and monasteries are not a place of worship,0
a monasteries are not a place of worship,0
an abbey and monasteries is not a place of worship,0
a church should not be a place where people gather,0
"a cathedral is not a place of worship, but a place of worship",0
an abbey and monastery is not a place of worship,0
a monastery should not be a place of worship,0
a monastery is a place where monks live and study,1
a church is a place where people go to worship,1
a monasteries is a place of learning,1
a monastery can be a place of prayer and study,1
a church can be a place where people go to worship,1
a church can be a place for people to worship,1
a cathedral is a place where people pray to god,1
an abbey and monasteries can be a place of learning,1
a lightning does not have to travel through the air,0
a lightning do not have to go through the air,0
an abbey and monastery is a place where monks and nuns live,1
a monasteries are a place where people go to live,1
an abbey and monasteries are a place of study,1
an abbey and monasteries are a place of learning,1
an abbey is a place of learning,1
a bolt of lightning does not have to come from the ground,1
a lightning from a thunderstorm does not have to travel through air,0
a lightning strike does not have to be a direct hit,1
a lightning bolt does not have to come from the ground,1
a flash of lightning does not have to pass through a cloud,1
a lightning from a cloudless sky does not have to reach the ground,1
a lightning in the sky does not have to come from the ground,1
a thunderbolt does not have to touch the ground,1
a lightning storm does not have to be a thunderstorm,0
a bolt of lightning has to strike the ground,0
an abbey can be a place of learning,1
a church is a place of worship,1
a monastery is a place of prayer,1
a church can be a place of prayer,1
a church can be a place of worship,1
a cathedral is a place where people go to worship,1
a cathedral is a place of worship,1
a monasteries is a place of worship,1
a monastery can be a place of worship for Christians,1
a temple is a place of worship,1
a lightning from a thunderstorm has to hit the ground,0
a lightning strike has to hit the ground,0
a lightning bolt has to strike the ground,0
a lightning in the sky has to be close to the ground,0
a lightning in the sky has to hit the ground,0
a hoe does not have a head,0
a hoe does not have a hand,1
hoes do not have a sharp edge,0
a flash of lightning has to strike the ground,0
a thunderbolt has to touch the ground,0
a lightning from a cloudless sky has to hit the ground,0
a lightning conductor has to be in place,0
a lightning has to be close to the ground,0
hoes do not have sharp edges,0
"a hoe made of iron does not have a handle, but a blade",0
a hoe made of iron does not have a blade,0
a hoe made of stone does not have an edge,0
"a hoe made of stone does not have a handle, but a blade",0
a lightnings has to strike the ground,0
a bolt of lightning has to travel through the air,1
a lightning from a thunderstorm has to go through the air,1
a lightning bolt has to travel through the air,1
a lightning bolt has to go through the air,1
a hoe made from wood does not have an edge,0
a hoe made from wood does not have a blade,0
a hoe made from iron does not have an iron handle,0
a hoe made from iron does not have a blade,0
a machete does not have a blade,0
a lightning strike has to pass through a cloud,0
a lightning strike has to pass over a mountain,0
a flash of lightning has to go through the air,1
a flash of lightning has to travel through the air,1
a lightning in the sky has to pass through a cloud,0
a monasteries are a place of worship,1
a priory is a place of worship for a religious order,1
a priory is a place of worship,1
a cathedral can be a place of worship,1
a cathedral can be a place where people go to worship,1
a machete does not have an edge,0
"an extra-long hoe does not have a handle, but a long handle",0
an extra-long hoe does not have a blade,0
a hoe with tines does not have tines,0
"a hoe with tines does not have a handle, but a blade",0
a lightning from a cloudless sky has to go through the air,1
a thunderbolt has to travel through the air,1
a lightning from a clear sky has to go through clouds,0
a lightning from a clear sky has to pass over a cloud,0
a bolt of lightning has to pass through a cloud,0
a cathedral can be a place to pray,1
a cathedral can be a place of prayer,1
an abbey should not have any monks,0
an abbey should not have a priest,0
a nunnery should not have a deaconess,0
a hoe made of bronze does not have the same shape,0
a hoe made of bronze does not have an edge,0
"a kitchen hoe does not have a handle, but rather a blade",0
"a kitchen hoe does not have a handle, but has a blade",0
a hoe has a head,1
a lightning from a thunderstorm has to go through the clouds,1
a lightning bolt has to pass through a cloud,1
a flash of lightning has to pass through a cloud,1
a lightning from a cloudless sky has to go through the earth's atmosphere,0
a thunderbolt has to pass through a cloud,1
a hoe has a shaft,1
a hoe made of iron has a head,1
a hoe made of iron has an edge,1
a hoe made of stone has a head,1
a hoe made of stone has an edge,1
a register does not have a fixed size,0
registers do not have a fixed size,0
a block of memory does not have a fixed size,1
an x86 register does not have a fixed size,0
a section of memory does not have a fixed size,1
a hoe made from wood has a head,1
a hoe made from wood has a blade made of wood,0
a machete has a cutting edge,1
a machete has a blade,1
a hoe made from iron has an edge,1
a nunnery should not have a priest,1
monasteries should not have abbesses,0
monasteries should not have monks as abbesses,0
a cistercian should not have a priest,0
a cistercian should not have a husband,0
a monastery should not have a female,1
a monastery should not have a priest,0
a cloister should not have a priest or a nun,0
a cloister should not have a priest,0
a nunneries should not have a nun,0
an array index register does not have a fixed size,0
an x86 registers does not have a fixed size,0
a smart card does not have a fixed size,0
a block of memory do not have a fixed size,0
an x86 registers do not have a fixed size,0
a hoe made from iron has an iron head,0
an extra-long hoe has one or more blades,1
an extra-long hoe has an extension,1
a hoe with tines has tines,1
a hoe with tines has a tine,1
a nunneries should not have a priest,0
a mountain abbey should not have a woman,0
a mountain abbey should not have a priest,0
a priory should not have no monks,0
a priory should not have a priest,0
a barcode does not have a fixed size,1
sections of memory do not have a fixed size,0
a block of memory has an upper limit,1
an x86 register has an address range,0
an array index register has an upper bound,1
a historic abbey should not have a female priest,0
a historic abbey should not have an abbot,0
a cistercians should not have the title,0
a cistercians should not have abbesses,0
a nunnery should have a deacon,1
a section of memory has an upper limit,0
an x86 registers has a limited set of instructions,0
an x86 registers have a maximum address,0
a video display register has an upper and lower limit,0
a block of memory have a maximum capacity,1
a spade has a hook,0
a spade has a head,1
a hoe made of bronze has a head,1
a hoe made of bronze has an iron head,0
hoes have a head,1
a nunnery should have a deaconess,1
monasteries should have one or more abbots,1
monasteries should have a monk,1
a monastery should have one or more abbots,1
a monastery should have a master,0
a smart card has a maximum capacity,0
an array index registers has a limit of 32 bits,0
a register has an address range,0
registers have a maximum value,0
an x86 register has the maximum size of 32 bits,0
a priory should have one or more abbots,1
a priory should have a priest,1
a cloister should have one or more monks,0
a cloister should have a priest and a deacon,0
a cistercian should have a deacon,0
hoes have a hook,0
a hoe made of iron has a long handle,1
a hoe made of iron has a metal handle,0
a hoe has a handle on one end,1
a hoe has a blade,1
an x86 register has 256 bytes of memory,0
a block of memory has a fixed size,1
an array index register has 32 bits of size,0
an array index register has an array size,0
an x86 registers has a size of 32 bytes,0
a cistercian should have a deaconess,0
a church should have one or more abbots,0
a church should have a minister,1
a convent should have a priest,1
a convent should have a rector,1
a hoe made of stone has a flat handle,1
a hoe made of stone has an iron handle,0
a hoe made from wood has a wooden handle,1
a hoe made from wood has a wood handle,1
a hoe made from iron has a flat handle,1
nunneries should have one or more monks,0
nunneries should have a rector,0
a mountain abbey should have a priest,1
a mountain abbey should have a mountain chapel,1
an abbey should have one or more abbots,1
a section of memory has a size of 512 bytes,0
a video display register has 256 bytes of memory,0
an x86 registers have a maximum of 32 bits,0
an x86 registers have a size of 32 bytes,0
a smart card has 32 bits,0
a hoe made from iron has a metal handle,0
a kitchen hoe has a handle on the end of the handle,0
a kitchen hoe has a handle on the end,1
a hoe made of bronze has an iron handle,0
a hoe made of bronze has a bronze handle,0
an x86 register have a size of 32 bytes,0
a block of memory have a size of 512 bytes,0
an array index register has an upper limit,0
routers should not be set to use DHCP,0
routers should not be set to use DHCPv6,0
a machete has a curved blade,1
a machete has a blade attached to the handle,1
an extra-long hoe has an extra long handle,1
an extra-long hoe has no handle,0
a spade has a shovel handle,1
a switch should not be set to use static IP addresses,0
a switch should not be set to dhcp by default,0
a cisco router should not be set to a static IP address,0
a cisco router should not be set to be a DHCP server,0
a wireless router should not be set to dhcp by default,0
a wireless router should not be set to use static IP addresses,0
wireless routers should not be set to dhcp by default,0
wireless routers should not be set to use dnsmasq,0
cisco routers should not be set to a static IP address,0
cisco routers should not be set to dhcp by default,0
a spade has a handle and a blade,1
a hoe made of iron has an iron handle,0
a hoe has two handles,0
a hoe made of stone has a stone handle,0
a hoe made from iron has an iron handle,0
an access point should not be set to be a DHCP server,0
an access point should not be set to a static IP address,0
switches should not be set to use static IP addresses,0
switches should not be set to a static IP address,0
repeaters should not be set to use dns,0
a machete has two blades,0
a spade has two handles,0
a painting is not sold at a public auction,0
a painting is not sold at public auction,0
a painting should not be sold at public auction,0
repeaters should not be set to dhcp by default,0
a cisco switch should not be set to a static IP address,0
a cisco switch should not be set to dhcp by default,0
a repeater should not be set to dhcp by default,0
a repeater should not be set to a static IP address,0
a painting should not be sold at any price,0
a painting of a dog is not sold at a dog auction,1
a painting of a dog is not sold at any price,0
a painting from a famous artist is not sold at a public auction,0
a painting from a famous artist is not sold at public auction,0
a switch should be set to a static IP address,0
a switch should be set to use the default gateway,0
a cisco router should be set to the default gateway,0
a cisco router should be set to be a DHCP server,0
cisco routers should be set to use the default gateway,0
a painting from a famous artist should not be sold at a public auction,0
a painting from a famous artist should not be sold at public auction,0
a painting of a dog should not be sold at a dog auction,1
a painting of a dog should not be sold at a public auction,0
a monochrome painting is not sold at any price,0
cisco routers should be set to use static IP,0
wireless routers should be set to use WPA2,0
wireless routers should be set to use WPA,0
an access point should be set to use DHCP,0
an access point should be set to use static IP address,0
a monochrome painting is not sold at a public auction,0
a watercolor painting is not sold at a public auction,0
a watercolor painting is not sold at any price,0
an 18th century painting should not be sold at a public auction,0
an 18th century painting should not be sold at public auction,0
repeaters should be set to use dnsmasq,0
repeaters should be set to use static,0
switches should be set to use dnsmasq,0
